Platform 'tt' is experimental and not all JAX functionality may be correctly supported!
2026-09-23 22:48:34.060 | info     |          Device | Opening user mode device driver (tt_cluster.cpp:228)
2026-09-23 22:48:35.110 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=1 (bus_id=0x4) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:106)
2026-09-23 22:48:35.110 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=0 (bus_id=0x1) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:106)
2026-09-23 22:48:35.110 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=1 (bus_id=0x4) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:106)
2026-09-23 22:48:35.110 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=0 (bus_id=0x1) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:106)
2026-09-23 22:48:35.110 | info     |          Fabric | Logical multi-mesh adjacency: intermesh degree histogram {0:1}; intra-mesh degree histograms mesh0 {1:2} (topology_mapper_utils.cpp:2400)
2026-09-23 22:48:35.110 | info     |          Fabric | Physical multi-mesh adjacency: intermesh degree histogram {0:1}; intra-mesh degree histograms mesh0 {1:2} (topology_mapper_utils.cpp:2408)
2026-09-23 22:48:35.136 | info     |           Metal | Initializing Fabric (fabric_firmware_initializer.cpp:296)
2026-09-23 22:48:35.155 | info     |           Metal | Fabric initialized on Device 0 (device.cpp:550)
2026-09-23 22:48:35.155 | info     |           Metal | Fabric initialized on Device 1 (device.cpp:550)
2026-09-23 22:48:35.155 | info     |           Metal | Fabric initialized on 2 devices (fabric_firmware_initializer.cpp:444)
2026-09-23 22:48:35.155 | info     |           Metal | Fabric Initialized with config FabricConfig::FABRIC_1D (fabric_firmware_initializer.cpp:313)
2026-09-23 22:48:35.208 | info     |           Metal | Enabling program cache on MeshDevice 1 (mesh_device.cpp:1081)
Devices: [TTDevice(id=0, arch=Blackhole), TTDevice(id=1, arch=Blackhole)]
